"type","year","subject","content","option_a","option_b","option_c","option_d","answer","explanation","tags"
"choice","107-1","心理健康與變態心理學","服用尼古丁口香糖來戒菸的危險性為何？","戒菸者變成「尼古丁口香糖依賴者」","會讓血壓增高，以致原來健康的抽菸者變成不抽菸的心臟血管患者","服用者在嚼食口香糖的初期易出現焦躁不安、憂鬱或幻覺等症狀","味道及外表與糖果類似，以致幼兒易誤食而出現心臟血管疾病","戒菸者變成「尼古丁口香糖依賴者」","尼古丁替代療法（如口香糖）雖減少了焦油危害，但仍含有成癮物質尼古丁，若使用不當或長期使用，可能導致對口香糖產生依賴。","成癮防治,戒菸,尼古丁替代療法"
"choice","107-1","心理健康與變態心理學","依據 DSM-5的標準，有關鬱症(major depressive disorder)的診斷項目，下列何者最正確？","幾乎每天精神動作激動或遲緩","憂鬱心情的時間必須至少持續六週","為提振心情易增加以前喜歡的活動次數","猶豫不決，但不影響思考能力與專注力","幾乎每天精神動作激動或遲緩","DSM-5 鬱症診斷準則包括：幾乎每天精神動作激動或遲緩（需由他人觀察到）。B應為兩週；C通常是失去興趣（Anhedonia）；D會影響思考與專注力。","憂鬱症,DSM-5,診斷準則"
"choice","107-1","心理健康與變態心理學","依據 DSM-5的標準，要診斷為恐慌症，個案必須出現下列何種恐慌發作型態？","無線索發作","有線索發作","情境觸發型","情境誘發型","無線索發作","恐慌症（Panic Disorder）的必要特徵是反覆出現「預期之外」（Unexpected/Uncued）的恐慌發作，即無線索發作。","恐慌症,DSM-5,診斷準則"
"choice","107-1","心理健康與變態心理學","以認知行為治療的觀點來看，厭食症(anorexia nervosa)「不吃」的行為是受到下列何種因素的增強？","降低體重增加的焦慮","避免家中成員將注意力放在他身上","減少對異性的性需求","增加唸書的時間及精力","降低體重增加的焦慮","根據 CBT 觀點，不吃或節食能暫時減輕「變胖」的強烈恐懼與焦慮，這種焦慮減輕的效果形成了「負增強」（Negative Reinforcement），維持了厭食行為。","飲食疾患,厭食症,行為治療"
"choice","107-1","心理健康與變態心理學","有關暴食症(bulimia nervosa)個案的描述，下列何者正確？","因為吃得多，暴食症個案一定都是大胖子","暴食症個案在暴食發作時會失去控制，甚至經歷解離狀態，不知自己在吃什麼","暴食症個案，不會像厭食症個案出現月經異常","根據 DSM-IV-TR，心因性暴食症的診斷標準是，每週至少五天且長達一個月都出現暴食與不當的補償行為","暴食症個案在暴食發作時會失去控制，甚至經歷解離狀態，不知自己在吃什麼","暴食症特徵為失控感（Loss of control），部分個案在暴食當下會有解離或恍惚感。A錯（體重常正常或略重）；C錯（也可能月經異常）；D錯（頻率標準不同）。","飲食疾患,暴食症,臨床特徵"
"choice","107-1","心理健康與變態心理學","男性陽痿(Impotence)是性反應週期(thesexual response cycle)中那一期？","性慾望期(sexual appetitive phase)","性興奮期(sexual excitement phase)","性高潮期(sexual orgasm phase)","性衰退期(sexual resolution phase)","性興奮期(sexual excitement phase)","陽痿（勃起功能障礙）屬於性興奮期障礙，無法達到或維持足夠的勃起以進行性行為。","性功能障礙,性反應週期,性治療"
"choice","107-1","心理健康與變態心理學","依貝克(Aaron Beck)憂鬱理論，下列何者屬於負向認知三角？","武斷推論(arbitrary inference)","負向生活事件(negative life events)","對個人經驗與周遭環境(world)的負面思考","全面且負向的歸因(globaland negative attributions)","對個人經驗與周遭環境(world)的負面思考","Beck 的負向認知三角指：對自我（Self）、世界/環境（World）、未來（Future）的負向看法。","貝克,憂鬱症,認知三角"
"choice","107-1","心理健康與變態心理學","根據 DSM-5，下列何者是思覺失調症(schizophrenia)前驅期(prodromal phase)常見的症狀？","開始有被害妄想","偶爾出現幻覺","解離症狀","社交退縮","社交退縮","思覺失調症發病前（前驅期）常先出現負性症狀或功能退化，如社交退縮、衛生習慣變差、情感淡漠等，隨後才出現妄想幻覺等正性症狀。","思覺失調症,病程,前驅症狀"
"choice","107-1","心理健康與變態心理學","恐慌控制治療(panic control therapy)的核心概念為何？","讓個案在安全場所中，刻意引發與恐慌症狀有關的身體感覺","讓個案在安全場所中，辯駁與恐慌有關的不合理信念","讓個案在安全場所中，運用肌肉放鬆技巧來對抗造成恐慌的情境","讓個案在安全場所中，學會不害怕恐慌意念的入侵","讓個案在安全場所中，刻意引發與恐慌症狀有關的身體感覺","恐慌控制療法（PCT）的核心技術是「內感性暴露」（Interoceptive Exposure），透過人為引發心跳快、頭暈等症狀，讓個案練習適應並修正災難性想法。","恐慌症,心理治療,PCT"
"choice","107-1","心理健康與變態心理學","針對焦慮症的療效研究，支持各種認知行為治療(CBT)的效果，下列何者為這些CBT方法中最有實證支持的共同要素？","認知信念的記錄與駁斥","放鬆訓練","暴露於導致焦慮的情境或刺激","外在環境提供正增強","暴露於導致焦慮的情境或刺激","暴露（Exposure）是治療焦慮症（恐慌、恐懼、強迫症等）最關鍵且具實證基礎的共同治療因子。","焦慮症,CBT,暴露療法"
"choice","107-1","心理健康與變態心理學","暴露療法，是目前公認對遭受各種暴力後的倖存者有效的治療取向之一。下列何者符合暴露療法的概念？","情緒歷程是復原的重要成效變項","時間是最好的治癒劑，久了自然淡忘","治療要處理恐懼結構，包含創傷刺激的網絡、意義網絡與情緒網絡","不斷回憶與詳述創傷的相關經驗，可以產生習慣化，以降低生理反應的強度與害怕程度","不斷回憶與詳述創傷的相關經驗，可以產生習慣化，以降低生理反應的強度與害怕程度","暴露療法的機制在於透過反覆接觸創傷記憶或線索，促使焦慮反應發生「習慣化」（Habituation）與消弱（Extinction），並修正恐懼結構。","創傷治療,暴露療法,習慣化"

"essay","107-1","個案評估與心理衡鑑","注意力缺陷過動症(ADHD)在兒童心理與行為發展問題中，為比率較高的一個診斷；在諮商接案的整個歷程中，若懷疑個案有這樣的問題而需要評估，請選取三個不同的衡鑑目的，並加以對應列舉可運用的評估工具，說明如何進行，及實務考量為何？","","","","","","【擬答重點】\n一、衡鑑目的一：確立診斷與鑑別診斷\n1. 工具：DSM-5 診斷準則檢核表、Conners兒童行為量表（Conners-3）。\n2. 進行：蒐集家長與教師報告，檢視症狀是否跨情境存在且持續六個月以上。\n3. 實務考量：需排除焦慮、創傷或學習障礙等共病因子。\n\n二、衡鑑目的二：認知功能與神經心理特徵評估\n1. 工具：魏氏兒童智力測驗（WISC-IV/V）、持續性注意力測驗（CPT）。\n2. 進行：測量工作記憶、處理速度及持續專注力。\n3. 實務考量：個案在結構化測驗情境下可能表現正常，需結合生態觀察。\n\n三、衡鑑目的三：功能性評估與治療計畫擬定\n1. 工具：兒童行為檢核表（CBCL）、課堂行為觀察。\n2. 進行：觀察學業表現、同儕互動及情緒調節能力。\n3. 實務考量：需採用多重消息來源（Multi-informant）以確保資料完整性。","ADHD,兒童評估,行為量表,多重評估,鑑別診斷"
"essay","107-1","個案評估與心理衡鑑","來自菲律賓的國際學生何賽-多明哥，因為有適應困難、精神耗弱與行為紊亂等問題，被指導教授轉介至諮商中心進行心理評估與衡鑑；請說明在對他擬定衡鑑計畫或安排衡鑑情境時，需要考量的五項決策為何？","","","","","","【擬答重點】\n一、語言與溝通媒介：評估個案的中文/英文能力，決定是否需通譯或使用母語測驗，避免語言隔閡影響結果。\n二、測驗工具的文化適用性：考量常模是否包含該族群，或測驗內容是否存在文化偏誤（Cultural Bias），避免低估其能力。\n三、文化適應程度（Acculturation）：評估其保留原文化與融入地主國文化的程度，分辨是適應障礙（Adjustment Disorder）還是病理問題。\n四、施測者與個案的關係：考量種族、權力動力對建立關係（Rapport）的影響，施測者需具備多元文化敏感度。\n五、評估目的與標籤化風險：審慎評估轉介目的是否帶有刻板印象，確保評估結果能提供實質協助而非僅是病理標籤。","多元文化衡鑑,國際學生,測驗偏誤,文化適應,評估倫理"
"essay","107-1","個案評估與心理衡鑑","個案耀華為大三學生，目前雙主修因課業成績低落因素，且先後擔任多個社團領導幹部，面臨壓力前來諮商，經進行心理衡鑑。其所獲的測驗評估資訊如下：\n「魏氏智力測驗第四版：FSIQ約介於中下到平均之間，四項組合分數中，語文理解無法達到預期功能水平但仍高於其他指標，知覺推理、工作記憶和處理速度均較低落；行為觀察到其專注能力不足且容易放棄。\nMMPI：量尺2(D)、量尺4(Pd)、量尺7(Pt)、量尺0(Si)和量尺6(Pa)等較高分。\nRorschach：S-Con、DEPI、CDI等指標分數均達顯著。\nTAT：故事呈現很短或沒有結局，高度呈現與絕望、罪惡感有關的主題。\n請你依據上述訊息，模擬撰寫一份心理衡鑑報告，撰寫上應考慮整體的臨床推論和重點呈現，架構和比重上可省略行為觀察與背景資料大項，心理衡鑑報告應包含：衡鑑目的與程序、結果解釋與推論和總結與建議。","","","","","","【擬答重點】\n一、衡鑑目的與程序：\n目的為釐清學業低落原因、壓力調適狀態及潛在情緒困擾。施測魏氏智力測驗、MMPI、Rorschach及TAT。\n\n二、結果解釋與推論：\n1. 認知功能：FSIQ中下至平均，語文能力相對較佳，但工作記憶與處理速度低落，且專注力不足，顯示可能存在注意力缺陷或因情緒干擾導致認知效率下降。\n2. 情緒與人格：MMPI D、Pt高分顯示顯著憂鬱與焦慮；Pd、Si高分暗示社交退縮與內在疏離；Rorschach DEPI、CDI顯著與TAT絕望主題一致，強烈支持憂鬱發作（Depressive Episode）之假設，伴隨無望感與人際應對資源匱乏。\n\n三、總結與建議：\n個案目前處於高壓力與憂鬱狀態，認知效率受損影響雙主修與社團表現，形成惡性循環。建議：\n1. 優先處理憂鬱情緒與自殺風險評估。\n2. 調整學業負擔，考慮減修或暫停社團職務。\n3. 進一步評估注意力問題是否為共病或情緒續發症狀。","衡鑑報告撰寫,整合解釋,憂鬱症,認知功能,MMPI"
"choice","107-1","個案評估與心理衡鑑","多項特質-多項方法(multitrait-multimethod approach)的主要功能為何？","建立內在效度與外在效度","建立表面效度與構念效度","建立同時效度與預測效度","建立區辨效度與聚斂效度","建立區辨效度與聚斂效度","多項特質-多項方法矩陣（MTMM）由Campbell與Fiske提出，透過比較不同方法測量同一特質（聚斂效度）與相同方法測量不同特質（區辨效度）的相關係數，來檢驗構念效度。","效度,MTMM,測驗原理"
"choice","107-1","個案評估與心理衡鑑","諮商輔導人員使用測驗時應避免霍桑效應(Hawthorne effect)的出現，下列何者屬於霍桑效應？","輔導老師對某一個案的增強行為，對個案班上其他學生產生影響","個案了解自己接受諮商輔導的處置，遂表現出較佳或符合諮商師期待的行為","以1~7點量表(最壞到最好)對個案進行評量，諮商師最後所得結果總是在4點以上","諮商師根據個案的測驗表現產生期望，並讓個案了解這些期望，結果應驗諮商師的預期","個案了解自己接受諮商輔導的處置，遂表現出較佳或符合諮商師期待的行為","霍桑效應指受試者因為意識到自己正在被觀察或參與實驗，而改變行為表現（通常是變好），這會干擾測驗或介入的真實結果。","霍桑效應,實驗設計,受試者反應"
"choice","107-1","個案評估與心理衡鑑","在人格測驗中，受試者的填答採Likert的作答方式，最常採用下列何種信度係數？","克朗巴赫信度(Cronbach's α reliability)","折半信度(half-split reliability)","評分者信度(scorer reliability)","庫李信度(Kuder-Richardson reliability)","克朗巴赫信度(Cronbach's α reliability)","Cronbach's α 係數適用於多重計分（如Likert scale）的測驗，用於測量內部一致性信度。庫李信度則適用於二分法計分（對/錯）。","信度,Cronbach's α,測驗統計"
"choice","107-1","個案評估與心理衡鑑","若使用評定量表(rating scale)來了解所輔導班級學生的人際互動特質，為了控制評定過程的缺失，以及避免全班得分分布於中間或兩端，評量者所採取之改善措施，下列何者最不適當？","以非本班級任課教師來擔任評量者，以期客觀評定學生","同時採取多評定者與多元化方式的評量，以蒐集更多評量資料","使用正式課程與非正式課程等可公開、可觀察的評量面向","界定所欲觀察的評量行為，並事先召集相關評定者示範說明","以非本班級任課教師來擔任評量者，以期客觀評定學生","非任課教師因缺乏對學生的日常觀察與熟悉度，反而難以進行準確的人際互動評定，可能導致評估效度降低。","評量誤差,觀察法,評定量表"
"choice","107-1","個案評估與心理衡鑑","林心理師想要了解其案主的問題是否已經解決，他重新實施案主一年前剛到諮商中心所做過的心理測驗。林心理師的做法屬於那一種心理評量的目的？","界定問題","選擇可能的輔導方案","驗證","決策","驗證","重新施測（Post-test）的目的是為了評估介入成效，即「驗證」（Verification/Evaluation）問題是否已獲得改善或解決。","評量目的,成效評估,諮商歷程"
"choice","107-1","個案評估與心理衡鑑","在大學校園中針對一年級新生進行全面性的「憂鬱量表」施測，以篩選出憂鬱分數較高的學生，優先進行關懷晤談與介入處遇。這是屬於何種層級的輔導工作？","初級發展","次級篩檢","三級介入","間接服務","次級篩檢","次級預防（Secondary Prevention）的重點在於早期發現、早期介入。針對高風險群進行篩檢（Screening）即屬於此層級。","預防輔導,三級預防,篩檢"
"choice","107-1","個案評估與心理衡鑑","在進行生涯未定向(career undecided)個案的評估工作時，下列何者為最無關聯的評量焦點？","自我或職業資訊的探索不足","重要他人和自己的意見分歧","人際社交能力較不足","興趣多樣、難以選擇","人際社交能力較不足","生涯未定向通常與資訊不足、興趣不明、多重興趣（多潛能）或重要他人衝突有關。「人際社交能力」雖可能影響職場適應，但非造成「生涯未定向」的直接核心原因。","生涯諮商,生涯未定向,評估焦點"
"choice","107-1","個案評估與心理衡鑑","在進行失智症症狀的評估時，下列何種特徵和失智症的關聯性較低？","忘東忘西、重複發問","定向感出現混淆現象","語言表達出現困難","喜歡到醫院看診或檢查","喜歡到醫院看診或檢查","失智症核心症狀包括記憶力減退（A）、定向感喪失（B）、失語/失用/失認（C）。「喜歡看診」（逛醫院）通常與慮病或身體化症狀有關，非失智症典型特徵。","失智症,老人心理學,診斷特徵"
"choice","107-1","個案評估與心理衡鑑","下列關於實作評量的敘述，何者不適當？","兼顧評量的過程與結果","實行並完成一個任務和過程","實作評量情境強調社會互動","問題結構越強，則高層次思考越多","問題結構越強，則高層次思考越多","實作評量（Performance Assessment）通常涉及開放式、結構較弱的問題，以鼓勵學生運用高層次思考、創造力與問題解決能力。結構過強反而限制了高層次能力的展現。","實作評量,教育測驗,高層次思考"
"choice","107-1","個案評估與心理衡鑑","某心理師在進行生涯諮商時，同時評估案主的職業興趣、性向、生涯價值觀與生涯阻隔因素等變項，此一方式最符合下列何種評量方法？","多重型態評量","多重向度評量","多重問題評量","多重詮釋評量","多重向度評量","同時評估興趣、性向、價值觀等多個不同的構念或層面，稱為「多重向度評量」（Multidimensional Assessment）。","生涯評估,多重向度,諮商技術"
"choice","107-1","個案評估與心理衡鑑","下列敘述，何者非實徵本位評量(evidence-based assessment, EBA)的重要考量？","評量本身即是一個決策的過程","測驗或評量工具各有其適用的目的與對象","評量的目的眾多，其中甚多不一定與介入有關，如智能障礙的診斷即可能與介入無關","可使用的評量工具較為稀少，難以將評量結果與可行的介入方案作適切的結合","可使用的評量工具較為稀少，難以將評量結果與可行的介入方案作適切的結合","實徵本位評量強調評量工具需具備心理計量證據，且評量結果應能直接連結到有效的臨床介入。D選項聲稱「難以結合」違背了EBA強調「評量指導介入」的核心精神。","實徵本位評量,EBA,臨床決策"
"choice","107-1","個案評估與心理衡鑑","某心理師綜合評估結果後，告訴小張雖有一些困擾，但通常都能解決；他沒有完全展現自己的才華；對別人會有敵意，但能控制得宜，且沒有表現出來。小張聽完後，覺得這位心理師完全正確描述他的個性。這種情況可能是：","巴南效應(Barnum effect)","霍桑效應(Hawthorne effect)","安慰劑效應(placebo effect)","梵雷斯托夫效應(Von Restorff effect)","巴南效應(Barnum effect)","巴南效應指人們傾向於相信籠統、模糊且普遍適用於大多數人的性格描述，並認為那是對自己獨特的準確描述。","巴南效應,心理測驗,星座效應"
"choice","107-1","個案評估與心理衡鑑","某心理師詢問個案現任國家元首為何人，個案回答「蔣中正」；請問心理師想了解個案心理狀態的那一項目？","記憶力","洞察力","判斷力","定向感","定向感","詢問時間、地點、人物（如現任總統）是「定向感」（Orientation）檢查的一部分。回答過去已世的元首顯示其對「時間」與「現況」的定向感喪失。","心智狀態檢查,MSE,定向感"
"choice","107-1","個案評估與心理衡鑑","下列那一選項是在說明「會談偏誤的驗證式偏誤(confirmatory effect)？","心理師從對個案的一般性印象推論出其他的特質","心理師由先前的某種推論，誘導出支持其原本推論的訊息","心理師將結果當成原因的推論","心理師探詢過多個案的脈絡資料","心理師由先前的某種推論，誘導出支持其原本推論的訊息","驗證性偏誤（Confirmatory Bias）指評估者傾向蒐集支持自己預設假設的資訊，而忽略反證的資訊。","會談偏誤,驗證性偏誤,臨床判斷"
"choice","107-1","個案評估與心理衡鑑","Lazarus (1973)的BASIC-ID的結構化模式會談中，會蒐集重要領域的資料，其中A是指那個領域？","異常(abnormality)","情感(affect)","收穫(acquisition)","態度(attitude)","情感(affect)","BASIC-ID 代表：Behavior, Affect, Sensation, Imagery, Cognition, Interpersonal, Drugs/Biology。A 代表 Affect（情感）。","多重模式治療,Lazarus,BASIC-ID"
"choice","107-1","個案評估與心理衡鑑","下列何者為評估注意力之測驗工具？","Wisconsin card sorting test","Paced auditory serial addition task","Token test","Line-tracing task","Paced auditory serial addition task","PASAT（Paced Auditory Serial Addition Task）是用於評估持續注意力、資訊處理速度與工作記憶的測驗。WCST測執行功能；Token test測語言理解。","注意力測驗,神經心理衡鑑,PASAT"
"choice","107-1","個案評估與心理衡鑑","心理師確認了心理衡鑑的目的，而要選擇適用於個案的心理測驗時，最需注意的重要原則為何？","測驗編製時的信度是否很高","測驗編製時的效度是否很高","測驗是否有助於臨床實務的遞增效度","測驗是否有助於回答轉介問題","測驗是否有助於回答轉介問題","衡鑑的核心在於解決問題。選擇測驗的首要原則是該工具能否有效回答「轉介問題」（Referral Question），否則信效度再高也無實務意義。","測驗選擇,轉介問題,衡鑑倫理"
"choice","107-1","個案評估與心理衡鑑","使用心理測驗之前，可做那些準備以減少不必要測驗的使用？①了解案主想要做測驗的動機②查閱案主現有的紀錄 ③讓案主從測驗目錄中挑選測驗 ④探索案主先前的經驗","僅②③","僅③④","僅①②④","①②③④","僅①②④","讓案主隨意挑選測驗（③）不符合專業評估程序。心理師應根據轉介問題、個案紀錄（②）及動機（①④）來專業判斷是否需要及適合施測。","測驗使用,衡鑑準備,專業倫理"
"choice","107-1","個案評估與心理衡鑑","幼稚園的小華經常有忘東忘西，無法久坐，不斷講話等現象，老師多次反應擔心他未來無法適應小學生活。若諮商師要評估其問題，可用下列何種測驗？","貝克憂鬱量表(BDI-II)","情境-特質焦慮量表(STAΙ)","基本人格調查表(BPI)","持續性注意力作業(CPT)","持續性注意力作業(CPT)","小華的症狀（忘東忘西、無法久坐、多話）指向注意力缺陷過動症（ADHD）。CPT 是評估持續性注意力與衝動控制的常用工具。","ADHD,兒童評估,CPT"
"choice","107-1","個案評估與心理衡鑑","心理衡鑑歷程中除了檔案資料，需要更多標準化測驗來檢證，主要是下列那一項理由？","改善因提供模糊情境所致的主觀訊息","校正反應心向問題","改善資料內容的真實性問題","提升標準化測驗程序","改善資料內容的真實性問題","標準化測驗提供客觀的常模參照，能補足檔案資料或晤談可能存在的偏誤，提升資料的真實性與客觀性（Objectivity/Validity）。(本題考選部答案為C，意指Cross-validation)。","標準化測驗,衡鑑歷程,資料驗證"
"choice","107-1","個案評估與心理衡鑑","「評定者對偶發事件的解釋易受個人價值觀、事件情境的影響，較其他評量方法難以避免月暈效應」，下列那一評量方法最容易犯此種錯誤？","檔案評量","口語紀錄","軼事紀錄","實作評量","軼事紀錄","軼事紀錄（Anecdotal Record）是對特定事件的非結構化描述，極易受觀察者的主觀選擇、記憶偏差與月暈效應影響。","評量方法,觀察法,軼事紀錄"
"choice","107-1","個案評估與心理衡鑑","若要進行注意力缺陷過動症兒童的行為衡鑑，可以記錄個案的那些行為？①自我肯定②數學分數 ③上課離開座位 ④插話次數","僅①②","僅①③","僅②③","僅③④","僅③④","ADHD 的核心症狀包括注意力不足、過動與衝動。③（離座）與④（插話）是典型的過動與衝動行為指標，適合進行行為觀察與記錄。","ADHD,行為衡鑑,症狀觀察"
"choice","107-1","個案評估與心理衡鑑","針對焦慮進行生理基準線測量，用以監控那一項問題之治療效果為最佳？","睡眠問題","憂鬱情緒","飲食障礙","強迫症","強迫症","強迫症（OCD）常伴隨高度焦慮與生理激發。生理回饋或基準線測量（如心跳、膚電）常用於監控焦慮疾患（含OCD）的治療反應與焦慮與減低程度。","生理評估,焦慮監控,OCD"
"choice","107-1","個案評估與心理衡鑑","下列何者非認知紀錄之衡鑑策略？","事件紀錄(event recording)","評比紀錄(rating recording)","思考取樣(thought sampling)","認定背書法(endorsement method)","評比紀錄(rating recording)","評比紀錄（Rating recording）通常由觀察者對行為進行評分，較屬於行為評量。事件紀錄、思考取樣與認定背書法（如問卷勾選想法）較常用於認知內容的自我監控與評估。","認知評估,自我監控,衡鑑策略"
"choice","107-1","個案評估與心理衡鑑","在魏氏智力量表中，下列那一種測驗是總智商的最佳單一指標，且會因早期教育的豐富性、後來經驗與學校教育的影響而改善？","詞彙","常識","圖畫補充","理解","詞彙","詞彙（Vocabulary）分測驗與一般智力因素（g factor）相關最高，且屬於晶體智力，高度受教育與文化經驗影響，是FSIQ的最佳單一預測指標。","魏氏智力測驗,WAIS,分測驗特性"
"choice","107-1","個案評估與心理衡鑑","SCL-90-R的「畏懼性焦慮分測驗(Phobic Anxiety)」之T分數高於63，最可能的解釋是下列何者？","社交畏懼症(social phobia)","特定對象畏懼症(specific phobia)","懼曠症(agoraphobia)","廣泛焦慮疾患(generalized anxiety disorder)","懼曠症(agoraphobia)","SCL-90-R 的 Phobic Anxiety 向度主要測量對開放空間、人群或公共場所的非理性恐懼，其內容與結構最接近「懼曠症」。","SCL-90-R,心理測驗,症狀檢核"
"choice","107-1","個案評估與心理衡鑑","梅布二氏類型指標(Myers-Briggs Type Indicator, MBTI)的量表編製是根據Jung理論，用來說明不同類型的人使用不同的知覺與判斷標準。下列敘述何者錯誤？","MBTI 是一種自陳式量表","MBTI含有4個向度，共可組成16種人格類型","ISFP 類型代表偏好直覺與思考、個性外向，對於外在世界傾向於採取判斷取向","MBTI 所得的分數不會讓受試者有好或不好的感覺","ISFP 類型代表偏好直覺與思考、個性外向，對於外在世界傾向於採取判斷取向","ISFP 代表：Introversion (內向)、Sensing (實感)、Feeling (情感)、Perception (知覺)。選項C描述的是 ENTJ/ENTP (直覺、思考、外向)。","MBTI,人格測驗,榮格"
"choice","107-1","個案評估與心理衡鑑","在明尼蘇達多相人格測驗(MMPI)中，那種量尺可以測出案主是否有非典型且偏差態度的作答傾向？","L量尺","F量尺","K量尺","Cs 量尺","F量尺","F量尺（Infrequency）包含一般人極少回答「是」的題目。高分通常代表詐病、呼救（Cry for help）、閱讀困難或極度偏差的非典型作答態度。","MMPI,效度量尺,測驗作假"
"choice","107-1","個案評估與心理衡鑑","某學生做完心理測驗後，心理師將受測者之反應，依照反應部位、決定因素、反應內容、從眾性加以歸類與解釋，該生係接受那種投射測驗？","屋-樹-人繪圖測驗","逆境圖畫測驗","主題統覺測驗","羅夏克墨漬測驗","羅夏克墨漬測驗","羅夏克（Rorschach）測驗的計分系統（如Exner系統）會分析 Location (反應部位)、Determinant (決定因素，如形狀、顏色)、Content (內容) 及 Popularity (從眾性/普及反應)。","羅夏克,投射測驗,心理衡鑑"
"choice","107-1","個案評估與心理衡鑑","診斷學習困難的步驟，其正確順序為何？①確定學生學習困難是否存在②設計補救教學計畫 ③明確陳述教育假設 ④分析學生的學習問題 ⑤敘述學生的學習問題","①②③④⑤","①⑤④③②","③①④②⑤","⑤①③②④","①⑤④③②","一般診斷流程：1.確認問題存在(篩選) -> 5.描述問題行為 -> 4.分析問題性質 -> 3.形成假設 -> 2.擬定介入計畫。","學習障礙,診斷流程,教育評量"
"choice","107-1","個案評估與心理衡鑑","阿美的人格特質是順從、坦率的，且喜歡具體的工作任務，但缺乏社交技巧。在Holland 的類型論中，她最可能是屬於那一種？","企業型(E)","實用型(R)","事務型(C)","研究型(1)","實用型(R)","實用型（Realistic）特質包括：順從、坦率、重視具體事物、喜歡操作工具/機械、缺乏社交技巧。","Holland,生涯類型,人格特質"
"choice","107-1","個案評估與心理衡鑑","生涯理論學者對於興趣的分類常包含幾個類別，下列對於類別個數的界定，何者描述錯誤？","Holland 將興趣分為6類","Roe 將興趣分為8類","Super 將興趣分為5類","Strong 將興趣分為6類","Super 將興趣分為5類","Super 是發展論學者，其理論核心為生涯發展階段與彩虹圖，並未提出特定的「5類興趣分類系統」。Holland (RIASEC 6類) 與 Roe (8大類) 均有明確分類。","生涯理論,興趣分類,Super"
"choice","107-1","個案評估與心理衡鑑","下列關於職業組合卡的敘述，何者錯誤？","職業組合卡創始人為Tyler與 Dolliver","職業組合卡是一項標準化的評估工具","透過組合卡的實施能反映案主的內心衝突","組合卡不僅是一項評估工具也具有諮商的價值","職業組合卡是一項標準化的評估工具","職業組合卡（Vocational Card Sort）通常屬於非標準化、質性評估工具，強調分類過程中的主觀投射與諮商對話，而非常模比較。","職業組合卡,質性評估,生涯諮商"
"choice","107-1","個案評估與心理衡鑑","有關興趣量表測量的基本假定，下列敘述何者錯誤？","興趣是天生的自然屬性","年幼兒童的興趣不穩定","興趣的強度因人而異","興趣會引發個人的行動力量","興趣是天生的自然屬性","興趣被視為是環境互動、學習與經驗的產物，並非純粹「天生」的屬性。雖然氣質可能影響偏好，但興趣本身具發展性。","興趣測驗,生涯心理學,測驗原理"
"choice","107-1","個案評估與心理衡鑑","企業界的心理測量最常被研究的評等量尺之一就是「行為定錨評等量尺」(behaviorally anchored rating scales, BARS)，下列那一項並非BARS的主要特性？","定錨須與個人期待有關","定錨須與工作環境相關","定錨須提供測量向度的良好範例","定錨須提供特定表現水準的良好範例","定錨須與個人期待有關","BARS 的特點在於使用具體的「行為事例」作為評分定錨點，以減少評分誤差。定錨點需與工作職責相關，而非評分者的「個人期待」。","工商心理學,績效評估,BARS"
"choice","107-1","個案評估與心理衡鑑","Ownby (1997)認為個案評估報告的撰寫要具備「專業風格」，下列敘述何者正確？","文法上，句子的長度應該相當，不可有時長有時短","每個段落可以長一點，但要聚焦在一個單一的概念","使用一般人常用的且有精確意義的簡短句子","報告可混合科學取向、專業取向和臨床取向的風格","使用一般人常用的且有精確意義的簡短句子","心理衡鑑報告應力求清晰易懂（Readable），避免過度術語堆砌。使用精確且簡短的句子有助於溝通結果。","衡鑑報告,寫作原則,專業溝通"
"choice","107-1","個案評估與心理衡鑑","在個案評估報告中若要引用測驗的原始資料，下列何者是最適切的方式？","儘量以實際的測驗題目舉例說明","不需要納入原始資料，以免誤導閱讀者","可詳細呈現與說明衡鑑者推論的過程","可將測驗資料納入行為參照的說明","可將測驗資料納入行為參照的說明","測驗題目受版權與保密保護，不應直接揭露（A錯）。原始資料（如分數）應整合在解釋中，作為支持推論的證據（Behaviorally Referenced），而非僅列出分數。","衡鑑報告,資料引用,測驗倫理"
"choice","107-1","個案評估與心理衡鑑","下列敘述，何者是保障個案權益的作為？","在開始衡鑑之前心理師需要告訴個案所有即將詢問的問題，以確保案主能知後同意","在保障個案最大福祉的前提下，案主有權利可以參與決定該用何種方法蒐集資料，或是選擇那些心理測驗以進行衡鑑","在衡鑑進行之前，個案需要被告知即將進行的事項有那些，需要的時間有多長，以及心理師期待個案做些什麼等","為了提高衡鑑的準確性，即使個案拒答某些問題，心理師仍應要求個案儘量配合","在衡鑑進行之前，個案需要被告知即將進行的事項有那些，需要的時間有多長，以及心理師期待個案做些什麼等","知後同意（Informed Consent）要求在施測前告知個案程序、時間、目的與保密限制。個案無權決定使用何種專業測驗（B錯），也不應被強迫回答（D錯）。","心理衡鑑,個案權益,知後同意"
